name,balance,num_cards,marital_status,tertiary_educated,success
William Hally,-199492,9,divorced,true,false
James Harold,-242196,4,married,false,true
Peter Clarke,-19480,1,single,false,false
Paul Harold,-38019,11,single,false,false
Richard Pixi,-13467,18,married,true,false
Franklin Robertson,-269975,18,divorced,false,false
David Ousterhout,-315203,8,single,true,true
Peter Clarke,-222547,0,single,true,false
Maryam Hally,-143899,15,divorced,false,false
John Harold,-36426,1,single,true,false
Nerris Field,-92656,2,married,false,true
John Wesley,-348863,12,divorced,true,false
Peter Levy,-121564,11,divorced,true,false
Richard Levy,-224542,4,single,false,true
John Wesley,-324516,1,single,false,true
Clive Hardy,-76077,10,divorced,true,true
Sonny Hally,-117525,12,divorced,true,true
Sonny Ornstein,-260521,20,single,true,false
John George,-345370,7,married,false,false
John Levy,-229648,18,married,false,false
Annie Olsen,-312942,0,divorced,false,true
Peter Wesley,-37943,3,single,false,true
Maryam Olsen,-245654,2,divorced,false,true
Zeb Ousterhout,-131651,1,single,false,true
Maryam Clarke,-10313,7,divorced,false,true
Zeb George,-216260,20,married,false,true
James Wesley,-68659,16,single,true,true
Paul Hally,-261895,20,divorced,false,true
William Harold,-198908,9,single,false,true
Daniel Stallman,-116040,18,single,false,true
Maryam Stallman,-337285,14,divorced,true,false
Peter Harold,-329216,6,divorced,true,false
Nerris Lister,-186846,18,divorced,false,false
Ali Ornstein,-141421,16,single,false,true
Bob Stallman,-298596,1,divorced,true,true
Maryam Hardy,-239071,5,divorced,false,false
James Robertson,-108248,4,single,true,true
Ali Stallman,-336574,17,single,false,true
Bob Ali,-155915,11,single,false,true
William Ousterhout,-23602,1,single,false,true
Clive George,-285401,19,single,true,true
Clive George,-321217,10,single,false,false
William Levy,-249695,0,single,false,true
Nerris Lister,-31894,15,single,true,false
James Lister,-259358,17,married,false,true
Paul George,-12738,18,divorced,true,false
Peter Stallman,-33133,4,single,true,true
Franklin Lister,-253432,10,single,false,true
James Olsen,-238372,18,married,false,false
William Clarke,-134627,2,married,true,true
Annie Ousterhout,-259608,17,single,false,true
Daniel Field,-836,12,divorced,true,false
William Levy,-273384,2,single,true,true
Franklin Pixi,-26368,3,divorced,true,false
Annie Wesley,-91499,15,divorced,false,false
Bob Ousterhout,-40104,7,married,false,true
Franklin Stallman,-229809,4,single,true,false
David Levy,-56773,14,single,false,true
James Ali,-282930,12,married,true,true
Richard Robertson,-115458,18,married,true,false
Zach Ornstein,-286237,15,divorced,true,false
Thomas Lister,-335749,10,divorced,true,true
Nerris Hardy,-2976,16,single,true,true
Ali Robertson,-132485,20,single,true,false
David Lister,-154080,15,single,true,false
Franklin Ornstein,-327601,18,divorced,true,true
Zeb Robertson,-5504,6,married,true,true
Franklin George,-139565,19,married,false,true
David Field,-330610,6,married,true,true
John Hally,-209364,4,single,true,true
Thomas Wesley,-183404,4,married,true,true
James Field,-292091,11,divorced,false,true
Ali Ornstein,-27344,6,divorced,false,false
Annie Olsen,-316557,7,divorced,true,false
Annie Harold,-283599,9,single,true,true
Zach Levy,-164427,15,married,false,true
Maryam Lister,-69870,13,divorced,true,false
Franklin Hardy,-137048,17,married,true,false
Zach Ornstein,-216363,0,married,false,true
Richard Lister,-71034,14,single,true,false
Annie Pixi,-126911,15,single,false,false
Maryam George,-170179,8,married,false,false
James Hally,-56144,19,married,false,true
John Harold,-337307,13,married,false,false
Peter Ali,-173570,11,married,false,false
William Wesley,-309893,10,divorced,false,true
David Harold,-268506,8,divorced,true,true
Paul Clarke,-38157,19,single,true,true
William Lister,-10865,17,divorced,true,false
Zeb Robertson,-71648,4,single,false,true
Bob Ali,-225011,13,divorced,false,true
Franklin Stallman,-319071,12,single,true,false
John Robertson,-190330,10,married,true,true
Ali Clarke,-184747,13,divorced,false,false
Maryam Harold,-266980,14,single,true,false
Zeb Stallman,-184705,14,single,false,false
Clive Ornstein,-37128,7,single,true,false
Ali Olsen,-207604,15,divorced,true,true
Ali Ornstein,-45436,5,divorced,true,true
Annie Pixi,-201292,20,single,false,true
Thomas Ousterhout,-149610,8,divorced,false,true
Clive Robertson,-41401,1,married,false,false
James Clarke,-325312,17,married,false,true
Clive Ali,-94520,12,single,true,true
Clive Levy,-201327,5,married,false,false
Franklin Levy,-156832,11,divorced,false,false
Sonny Lister,-224075,12,married,true,false
Peter Ornstein,-280485,0,divorced,false,false
Sonny Harold,-347372,4,divorced,true,false
Daniel Wesley,-282986,19,single,true,false
Daniel Lister,-259183,4,single,true,false
Zach Stallman,-166422,18,divorced,false,true
Ali Ornstein,-329829,18,divorced,true,true
Daniel Wesley,-317899,18,divorced,false,true
Bob Levy,-96883,2,single,true,false
Thomas Clarke,-140216,13,single,true,false
Daniel Lister,-302085,10,married,true,true
Zach George,-197805,9,divorced,false,true
Annie Field,-290391,4,married,false,true
Clive Hally,-277756,2,divorced,true,false
Annie Field,-225146,3,married,false,false
Bob George,-316584,1,divorced,false,false
Daniel Field,-164507,18,married,false,true
Richard Ornstein,-305608,6,divorced,false,false
Zeb Ali,-198878,18,divorced,false,true
Clive Robertson,-127194,2,married,false,false
Nerris Olsen,-61345,2,married,true,true
Paul Harold,-62098,19,divorced,true,false
Ali Ousterhout,-279560,9,single,true,true
Franklin Clarke,-64038,15,single,false,true
Peter Wesley,-325264,2,single,true,false
Zach Ali,-178864,5,divorced,false,true
Richard Ornstein,-18008,15,married,false,false
Thomas Levy,-139253,19,divorced,false,true
Franklin Ousterhout,-224338,20,married,true,true
William Ornstein,-190475,11,divorced,false,true
John Hally,-311067,0,divorced,false,false
Clive Wesley,-41478,7,divorced,true,false
Franklin Ornstein,-112489,10,single,false,false
Annie Ousterhout,-18538,6,married,true,false
Bob George,-213633,3,divorced,false,true
Sonny Stallman,-78434,5,single,false,false
Peter Hardy,-57866,5,divorced,false,false
Peter Robertson,-326321,7,single,true,false
Ali Hardy,-216287,14,single,true,true
Zeb Ali,-343781,15,married,true,false
William Hardy,-181683,17,single,false,false
Sonny Ousterhout,-8860,3,married,false,false
John Lister,-91875,13,married,false,true
Richard Ousterhout,-186385,0,single,false,false
Richard Levy,-22494,5,single,true,false
Maryam Pixi,-333300,3,single,true,false
Richard Olsen,-153150,8,married,true,false
Bob Ornstein,-276137,18,divorced,false,true
Ali Clarke,-236440,13,single,true,true
Paul Field,-170497,3,single,true,true
Richard Ornstein,-267327,1,single,false,true
Maryam George,-307118,15,divorced,false,true
Ali Ousterhout,-128817,3,divorced,true,true
Sonny Wesley,-325115,6,single,false,false
Zach Robertson,-117281,6,single,false,true
Thomas Pixi,-189062,8,married,false,false
Paul Field,-132153,19,married,true,false
Paul Olsen,-210150,10,divorced,false,false
Thomas Field,-264688,16,married,true,false
Nerris Hardy,-202480,18,divorced,true,true
James Ali,-168178,11,divorced,true,true
Franklin Olsen,-257318,17,divorced,true,true
Zach Wesley,-21505,16,single,true,false
Zeb Clarke,-290195,13,single,false,false
Peter Pixi,-54410,4,single,true,true
Franklin Ornstein,-173130,13,divorced,false,false
Zach Hardy,-128179,17,divorced,false,true
Ali Field,-86043,16,married,false,true
Ali Field,-121827,20,single,false,true
Zach George,-229531,11,divorced,true,true
David Ornstein,-68775,4,married,false,true
Franklin Pixi,-224605,2,married,false,true
Bob Stallman,-104129,0,single,true,true
Paul Levy,-51080,3,single,true,true
Thomas Olsen,-324618,3,divorced,true,true
Zach Hardy,-216528,1,single,true,false
Daniel Lister,-309369,13,single,true,false
Nerris Harold,-228527,16,married,false,false
Clive Ali,-74714,20,single,true,false
Clive Ousterhout,-248406,18,married,true,true
James Harold,-238727,16,single,false,true
Clive Hardy,-33026,7,married,false,true
Ali Hally,-252449,15,married,false,false
Zeb Robertson,-148216,7,single,true,false
Maryam Levy,-146740,6,single,true,true
William Levy,-173432,3,single,false,false
Bob Wesley,-203160,4,single,true,false
Sonny Levy,-88444,9,single,false,true
Bob Field,-40403,0,divorced,false,false
Zach Field,-177852,18,divorced,false,false
Paul Harold,-14509,17,married,true,false
Paul Pixi,-272020,13,divorced,false,false
Richard Field,-126895,10,single,true,false
Peter Ali,-306631,3,married,false,false
Ali Field,-279229,7,single,true,true
Nerris Pixi,-78272,1,single,true,true
Daniel Olsen,-116999,18,married,true,true
David Hardy,-110037,5,divorced,true,true
Bob Wesley,-335949,18,single,false,false
Paul Harold,-185256,4,single,true,false
Sonny Robertson,-279606,5,married,false,false
Franklin Robertson,-273099,17,divorced,true,true
Annie Lister,-140764,6,single,true,false
Clive Ornstein,-48324,12,single,true,true
Clive Wesley,-181795,9,single,false,false
Ali Ousterhout,-317384,13,single,false,false
Bob Lister,-199306,7,single,true,true
Richard Hally,-116839,11,divorced,true,false
Richard Lister,-313024,1,divorced,false,false
Paul Field,-330178,2,divorced,true,false
Clive Clarke,-325403,9,single,true,false
Richard Robertson,-190601,10,divorced,true,true
Maryam George,-186475,14,married,true,false
Maryam Levy,-63326,19,divorced,true,false
William Lister,-239376,13,divorced,true,false
Ali Wesley,-235032,5,divorced,true,true
William Clarke,-331603,13,married,true,true
Peter Harold,-330420,9,divorced,true,false
Sonny Robertson,-298583,14,single,true,true
John Robertson,-267365,5,single,false,true
John Lister,-89301,5,divorced,true,true
James Pixi,-150033,1,single,false,false
Sonny Field,-92403,6,single,false,false
Daniel Wesley,-852,16,divorced,false,true
Thomas Ali,-244957,11,single,false,false
Paul Lister,-97138,17,divorced,true,false
Paul Hally,-201171,16,married,true,false
Thomas Ornstein,-56651,12,divorced,true,false
Zach Stallman,-303149,8,divorced,true,true
Paul Field,-269169,12,divorced,true,false
Peter Olsen,-234196,9,single,true,false
Ali Lister,-163843,15,married,false,true
James Clarke,-322748,20,married,false,true
William Pixi,-292489,9,single,true,false
Zach Stallman,-131110,0,divorced,true,false
Zach George,-335172,4,married,true,false
Peter Hardy,-326970,4,married,false,false
Peter Pixi,-158298,2,married,true,true
Ali Robertson,-51274,17,divorced,false,false
Maryam Robertson,-164360,19,divorced,false,true
Zach Ali,-116057,2,married,false,false
Franklin Levy,-76292,2,divorced,false,false
Sonny Lister,-123262,0,married,false,true
Franklin Ornstein,-151916,13,divorced,false,false
James George,-74234,0,divorced,false,true
Richard Clarke,-207363,7,married,true,true
Maryam Levy,-41442,2,single,false,true
David Ali,-88834,15,divorced,true,true
Nerris Hally,-187077,15,married,true,true
William Pixi,-261005,14,single,true,true
Paul Stallman,-89115,4,single,true,true
Ali Ousterhout,-323527,11,divorced,true,true
Maryam Harold,-158303,18,divorced,true,true
Annie Lister,-17783,11,married,false,true
Zeb Olsen,-163812,5,divorced,false,false
Maryam Clarke,-17828,8,divorced,false,true
Daniel Harold,-229376,20,single,true,false
Zach Olsen,-79535,8,married,false,true
Franklin Levy,-27934,19,single,true,true
Annie Robertson,-103949,14,divorced,false,false
David Ornstein,-180459,13,single,true,false
John Ali,-57343,7,married,false,false
Sonny Ali,-276605,8,single,true,false
William Pixi,-333179,20,single,false,true
Franklin Ornstein,-80464,16,divorced,false,true
John Field,-281179,14,single,false,true
Franklin Ornstein,-127452,15,divorced,true,false
Maryam Pixi,-33146,12,divorced,true,false
Daniel Olsen,-303209,11,single,false,false
Richard Levy,-215230,9,single,false,false
Richard Ali,-21042,0,divorced,true,true
David Ousterhout,-77614,14,single,true,true
Zach Stallman,-294330,0,divorced,true,false
Zeb Robertson,-16016,8,married,true,true
Nerris Olsen,-12566,2,married,false,true
Clive Clarke,-291388,6,single,false,false
Paul Lister,-169901,16,married,false,false
Peter Stallman,-301984,7,married,false,true
Daniel Levy,-39193,2,divorced,false,true
James Lister,-112719,9,married,false,true
Sonny Robertson,-211600,17,divorced,false,true
Thomas Olsen,-102572,17,single,true,true
Clive Harold,-282264,12,divorced,false,false
Daniel Hally,-292229,19,divorced,false,false
Zeb Olsen,-171196,12,married,false,false
James Lister,-22339,15,divorced,false,true
Zeb George,-122893,15,divorced,false,false
Bob Ali,-21807,5,married,false,false
Thomas Hardy,-152851,15,divorced,false,true
James Ali,-90907,3,married,true,true
John Hardy,-129081,10,divorced,false,false
James Olsen,-307681,14,divorced,true,true
James Ousterhout,-109632,14,married,false,true
James Robertson,-109998,2,married,false,false
Franklin Lister,-292953,2,single,true,false
David Harold,-112742,7,married,true,true
Ali Lister,-101933,11,single,true,false
Richard Wesley,-195580,6,married,false,false
Maryam Wesley,-277186,10,single,true,false
Nerris Field,-74040,6,married,false,true
Peter Hally,-224078,9,married,false,false
Ali Ornstein,-249138,15,single,false,false
James Ali,-236568,10,divorced,true,false
John Robertson,-148840,8,single,true,true
Zach Ali,-199773,19,married,true,true
Annie Hardy,-11434,10,divorced,false,false
John Hally,-92765,18,married,false,false
Zeb Wesley,-194473,10,married,true,false
Sonny Ali,-67584,8,single,false,true
Bob Lister,-342842,16,single,false,false
Maryam Clarke,-31752,12,married,false,true
Richard Hardy,-195845,12,divorced,true,false
Sonny Harold,-214953,15,married,true,true
Daniel Ousterhout,-1756,7,divorced,true,true
Paul Lister,-54171,14,married,false,true
Peter Hardy,-62659,0,single,true,false
James Ornstein,-321649,16,married,false,false
David Hardy,-282259,16,married,false,false
John Robertson,-287320,15,divorced,true,false
Paul Clarke,-224998,5,married,false,true
Bob Stallman,-190342,19,married,false,false
Sonny Ousterhout,-311368,13,divorced,true,true
Ali Stallman,-157443,4,divorced,true,false
Nerris Robertson,-329459,13,married,false,false
Franklin Olsen,-260427,10,married,true,false
John Field,-349842,11,divorced,false,true
David Lister,-100007,0,divorced,true,true
Ali Hardy,-247717,0,married,false,false
Sonny Hardy,-203139,5,divorced,true,true
Thomas Stallman,-185829,14,single,false,false
Franklin George,-11053,17,divorced,true,true
Richard Ousterhout,-70319,1,single,true,false
Nerris Levy,-58853,16,single,true,false
Ali Field,-118764,1,divorced,false,true
Daniel Field,-317031,12,single,false,true
Annie Ornstein,-84292,18,single,false,false
Richard Robertson,-28703,0,single,true,true
Zach Clarke,-274852,12,single,false,true
James Wesley,-63288,15,divorced,true,false
James Robertson,-128814,6,divorced,false,false
Thomas Hardy,-245860,4,divorced,false,true
William Robertson,-135175,16,divorced,true,true
Richard Olsen,-45938,3,single,false,false
Annie Levy,-17465,17,divorced,false,true
Zeb Ornstein,-249766,11,single,false,false
William Pixi,-189838,2,divorced,false,false
Richard Wesley,-147466,8,married,false,true
Zeb Robertson,-310341,19,divorced,true,false
Annie Pixi,-293730,17,married,false,false
Paul Robertson,-18316,19,married,true,false
Paul Hally,-277736,1,married,false,true
Thomas Wesley,-172651,14,married,true,false
Richard Lister,-72355,5,single,false,true
Maryam Levy,-74719,15,single,false,true
John Wesley,-117811,17,single,true,true
Paul Pixi,-238084,14,single,false,false
Paul Robertson,-328467,6,married,false,false
Richard Harold,-173533,6,divorced,true,true
Zach Hally,-309868,13,single,false,false
Richard Wesley,-107688,2,single,false,true
Maryam Lister,-238741,2,divorced,false,true
Nerris Harold,-34660,18,single,true,true
Nerris Pixi,-244028,3,divorced,true,true
Richard Ousterhout,-336895,9,single,true,true
